genus,species,fangs,toxicity,rating,common name
Apostolepis,flavotorquata,rear-fanged,unclear toxicity,???,Central Burrowing Snake
Apostolepis,gaboi,rear-fanged,unclear toxicity,???,Oueimadas Blackhead
Apostolepis,goiasensis,rear-fanged,unclear toxicity,???,Goias Burrowing Snake
Apostolepis,intermedia,rear-fanged,unclear toxicity,???,Mato Grosso Burrowing Snake
Apostolepis,lineata,rear-fanged,unclear toxicity,???,Lined burrowing snake
Apostolepis,longicaudata,rear-fanged,unclear toxicity,???,Longhead Burrowing Snake
Apostolepis,mariae,rear-fanged,unclear toxicity,???,Maria's burrowing snake
Apostolepis,multicincta,rear-fanged,unclear toxicity,???,Many banded Blackhead
Apostolepis,nelsonjorgei,rear-fanged,unclear toxicity,???,Minacu Blackhead
Apostolepis,niceforoi,rear-fanged,unclear toxicity,???,Amazon Burrowing Snake
Apostolepis,nigrolineata,rear-fanged,unclear toxicity,???,Guyana Burrowing Snake
Apostolepis,nigroterminata,rear-fanged,unclear toxicity,???,Peru Burrowing Snake
Apostolepis,phillipsae,rear-fanged,unclear toxicity,???,Velasco Blackhead
Apostolepis,polylepis,rear-fanged,unclear toxicity,???,Hawkbeak Blackhead
Apostolepis,pymi,rear-fanged,unclear toxicity,???,Brazilian Burrowing Snake
Apostolepis,quirogai,rear-fanged,unclear toxicity,???,Missiones Blackhead
Apostolepis,serrana,rear-fanged,unclear toxicity,???,Mato Grosso Burrowing Snake
Apostolepis,striata,rear-fanged,unclear toxicity,???,Rondonian Blackhead
Apostolepis,tenuis,rear-fanged,unclear toxicity,???,Ruthven's Burrowing Snake
Apostolepis,tertulianobeui,rear-fanged,unclear toxicity,???,Uberlândia Blackhead
Apostolepis,thalesdelemai,rear-fanged,unclear toxicity,???,De Lema's ground snake
Apostolepis,underwoodi,rear-fanged,unclear toxicity,???,
Apostolepis,vittata,rear-fanged,unclear toxicity,???,Beaked Blackhead
Arrhyton,ainictum,rear-fanged,unclear toxicity,???,Cuban Island Racer
Arrhyton,dolichura,rear-fanged,unclear toxicity,???,Habana Island Racer
Arrhyton,procerum,rear-fanged,unclear toxicity,???,Zapata Long tailed Groundsnake
Arrhyton,redimitum,rear-fanged,unclear toxicity,???,Oriente Brown capped Ground Snake
Arrhyton,supernum,rear-fanged,unclear toxicity,???,Oriente Black Groundsnake
Arrhyton,taeniatum,rear-fanged,unclear toxicity,???,Günther's Island Racer
Arrhyton,tanyplectum,rear-fanged,unclear toxicity,???,San Vincente Island Racer
Arrhyton,vittatum,rear-fanged,unclear toxicity,???,Common Island Racer
Atractus,acheronius,rear-fanged,unclear toxicity,???,Rio Negro Spindle Snake
Atractus,albuquerquei,rear-fanged,unclear toxicity,???,Albuquerque Ground Snake
Atractus,alphonsehogei,rear-fanged,unclear toxicity,???,Alphonse's Ground Snake
Atractus,altagratiae,rear-fanged,unclear toxicity,???,Cururú River Spindle Snake
Atractus,alytogrammus,rear-fanged,unclear toxicity,???,Pale striped spindle snake
Atractus,andinus,rear-fanged,unclear toxicity,???,Andean Ground Snake
Atractus,apophis,rear-fanged,unclear toxicity,???,Huila Spindle Snake
Atractus,arangoi,rear-fanged,unclear toxicity,???,Putumayo Spindle Snake
Atractus,atratus,rear-fanged,unclear toxicity,???,Dark bellied Spindle Snake
Atractus,attenuates,rear-fanged,unclear toxicity,???,Slender spindle snake
Atractus,avernus,rear-fanged,unclear toxicity,???,Caquetá Spindle Snake
Atractus,ayeush,rear-fanged,unclear toxicity,???,Lara Falcón Spindle Snake
Atractus,badius,rear-fanged,unclear toxicity,???,French Guyana Ground Snake
Atractus,balzani,rear-fanged,unclear toxicity,???,Bolivian Ground Snake
Atractus,biseriatus,rear-fanged,unclear toxicity,???,Two lined Ground Snake
Atractus,bocki,rear-fanged,unclear toxicity,???,Bock's Ground Snake
Atractus,bocourti,rear-fanged,unclear toxicity,???,Bocourt's Ground Snake
Atractus,boettgeri,rear-fanged,unclear toxicity,???,Boettger's Ground Snake
Atractus,boimirim,rear-fanged,unclear toxicity,???,Boimirim snake
Atractus,boulengerii,rear-fanged,unclear toxicity,???,Colombian Spindle Snake
Atractus,caete,rear-fanged,unclear toxicity,???,Alagoas ground snake
Atractus,careolepis,rear-fanged,unclear toxicity,???,Magdalena ground snake
Atractus,carrioni,rear-fanged,unclear toxicity,???,Parker's Ground Snake
Atractus,caxiuana,rear-fanged,unclear toxicity,???,Para Spindle Snake
Atractus,cerberus,rear-fanged,unclear toxicity,???,Cerberus ground snake
Atractus,charitoae,rear-fanged,unclear toxicity,???,Vaupés Spindle Snake
Atractus,chthonius,rear-fanged,unclear toxicity,???,Finca Meremburg Spindle Snake
Atractus,clarki,rear-fanged,unclear toxicity,???,Clark's Ground Snake
Atractus,collaris,rear-fanged,unclear toxicity,???,Collared Ground Snake
Atractus,crassicaudatus,rear-fanged,unclear toxicity,???,Thickhead Ground Snake
Atractus,darienensis,rear-fanged,unclear toxicity,???,Darien Spindle Snake
Atractus,depressiocellus,rear-fanged,unclear toxicity,???,Small eyed Spindle Snake
Atractus,duboisi,rear-fanged,unclear toxicity,???,Napo Spindle Snake
Atractus,duidensis,rear-fanged,unclear toxicity,???,Venezuela Ground Snake
Atractus,dunni,rear-fanged,unclear toxicity,???,Dunn's Ground Snake
Atractus,echidna,rear-fanged,unclear toxicity,???,Nariño Spindle Snake
Atractus,ecuadorensis,rear-fanged,unclear toxicity,???,Ecuadorean Ground Snake
Atractus,edioi,rear-fanged,unclear toxicity,???,Minacu Spindle Snake
Atractus,elaps,rear-fanged,unclear toxicity,???,Black Ground Snake
Atractus,emigdioi,rear-fanged,unclear toxicity,???,Emigdio’s Ground Snake
Atractus,emmeli,rear-fanged,unclear toxicity,???,Emmel's Ground Snake
Atractus,eriki,rear-fanged,unclear toxicity,???,Escuque Spindle Snake
Atractus,erythromelas,rear-fanged,unclear toxicity,???,Red black Ground Snake
Atractus,esepe,rear-fanged,unclear toxicity,???,Indistinct Ground Snake
Atractus,favae,rear-fanged,unclear toxicity,???,Filippi's Ground Snake
Atractus,flammigerus,rear-fanged,unclear toxicity,???,Flaming Ground Snake
Atractus,franciscopaivai,rear-fanged,unclear toxicity,???,La Pedrera Spindle Snake
Atractus,francoi,rear-fanged,unclear toxicity,???,Franco's ground snake
Atractus,fuliginosus,rear-fanged,unclear toxicity,???,Hallowell's Ground Snake
Atractus,gaigeae,rear-fanged,unclear toxicity,???,Gaige's Ground Snake
Atractus,gigas,rear-fanged,unclear toxicity,???,Giant Spindle Snake
Atractus,guentheri,rear-fanged,unclear toxicity,???,Günther's Ground Snake
Atractus,heliobelluomini,rear-fanged,unclear toxicity,???,La Chorrera Spindle Snake
Atractus,heyeri,rear-fanged,unclear toxicity,???,Heyer's ground snake
Atractus,hoogmoedi,rear-fanged,unclear toxicity,???,Santa Luzia Spindle Snake
Atractus,hostilitractus,rear-fanged,unclear toxicity,???,Mortí River Spindle Snake
Atractus,imperfectus,rear-fanged,unclear toxicity,???,Piedras Pacora Spindle Snake
Atractus,indistinctus,rear-fanged,unclear toxicity,???,Indistinct Ground Snake
Atractus,insipidus,rear-fanged,unclear toxicity,???,Uraricapará River Spindle Snake
Atractus,iridescens,rear-fanged,unclear toxicity,???,Iridescent Ground Snake
Atractus,lancinii,rear-fanged,unclear toxicity,???,Lancini's Ground Snake
Atractus,lasallei,rear-fanged,unclear toxicity,???,Lasalle's Ground Snake
Atractus,latifrons,rear-fanged,unclear toxicity,???,Broadhead Ground Snake
Atractus,lehmanni,rear-fanged,unclear toxicity,???,Lehmann's Ground Snake
Atractus,limitaneus,rear-fanged,unclear toxicity,???,Limitan Ground Snake
Atractus,loveridgei,rear-fanged,unclear toxicity,???,Loveridge's Ground Snake
Atractus,macondo,rear-fanged,unclear toxicity,???,Macondo Spindle Snake
Atractus,maculatus,rear-fanged,unclear toxicity,???,Spotted Ground Snake
Atractus,major,rear-fanged,unclear toxicity,???,Brown Ground Snake
Atractus,manizalesensis,rear-fanged,unclear toxicity,???,Villmaria Spindle Snake
Atractus,mariselae,rear-fanged,unclear toxicity,???,Marisela's Ground Snake
Atractus,matthewi,rear-fanged,unclear toxicity,???,Anzoátegui Spindle Snake
Atractus,medusa,rear-fanged,unclear toxicity,???,Gorgona Spindle Snake
Atractus,melanogaster,rear-fanged,unclear toxicity,???,Blackbelly Ground Snake
Atractus,melas,rear-fanged,unclear toxicity,???,Dark Ground Snake
Atractus,meridensis,rear-fanged,unclear toxicity,???,Mérida Spindle Snake
Atractus,micheleae,rear-fanged,unclear toxicity,???,Canaguá Spindle Snake
Atractus,microrhynchus,rear-fanged,unclear toxicity,???,Guayaquil Spindle Snake
Atractus,mijaresi,rear-fanged,unclear toxicity,???,Mucurubá Spindle Snake
Atractus,modestus,rear-fanged,unclear toxicity,???,Modest Ground Snake
Atractus,multicinctus,rear-fanged,unclear toxicity,???,Banded Ground Snake
Atractus,multidentatus,rear-fanged,unclear toxicity,???,Many toothed Spindle Snake
Atractus,nasutus,rear-fanged,unclear toxicity,???,Sharp nosed Spindle Snake
Atractus,natans,rear-fanged,unclear toxicity,???,Mamirauá Spindle Snake
Atractus,nicefori,rear-fanged,unclear toxicity,???,Northern Ground Snake
Atractus,nigricaudus,rear-fanged,unclear toxicity,???,Black headed Ground Snake
Atractus,nigriventris,rear-fanged,unclear toxicity,???,Black ventered Ground Snake
Atractus,obesus,rear-fanged,unclear toxicity,???,Fat Ground Snake
Atractus,obtusirostris,rear-fanged,unclear toxicity,???,Bignose Ground Snake
Atractus,occidentalis,rear-fanged,unclear toxicity,???,Western Ground Snake
Atractus,occipitoalbus,rear-fanged,unclear toxicity,???,Gray Ground Snake
Atractus,ochrosetrus,rear-fanged,unclear toxicity,???,Ochre bellied Spindle Snake
Atractus,oculotemporalis,rear-fanged,unclear toxicity,???,Hispanic Ground Snake
Atractus,orcesi,rear-fanged,unclear toxicity,???,Orellana Spindle Snake
Atractus,paisa,rear-fanged,unclear toxicity,???,Sonsón Spindle Snake
Atractus,pamplonensis,rear-fanged,unclear toxicity,???,Pamplona Ground Snake
Atractus,pantostictus,rear-fanged,unclear toxicity,???,Sao Paulo Spindle Snake
Atractus,paraguayensis,rear-fanged,unclear toxicity,???,Paraguayan Spindle Snake
Atractus,paravertebralis,rear-fanged,unclear toxicity,???,Madre de Dios Spindle Snake
Atractus,paucidens,rear-fanged,unclear toxicity,???,Despax's Ground Snake
Atractus,pauciscutatus,rear-fanged,unclear toxicity,???,Little scaled Ground Snake
Atractus,peruvianus,rear-fanged,unclear toxicity,???,Peru Ground Snake
Atractus,poeppigi,rear-fanged,unclear toxicity,???,Basin Ground Snake
Atractus,potschi,rear-fanged,unclear toxicity,???,Alagoas Spindle Snake
Atractus,punctiventris,rear-fanged,unclear toxicity,???,Pointed Ground Snake
Atractus,pyroni,rear-fanged,unclear toxicity,???,Pyron’s ground snake
Atractus,resplendens,rear-fanged,unclear toxicity,???,Resplendent Ground Snake
Atractus,reticulatus,rear-fanged,unclear toxicity,???,Reticulate Ground Snake
Atractus,riveroi,rear-fanged,unclear toxicity,???,Rivero's Ground Snake
Atractus,ronnie,rear-fanged,unclear toxicity,???,Baturité Spindle Snake
Atractus,roulei,rear-fanged,unclear toxicity,???,Roule's Ground Snake
Atractus,sanctaemartae,rear-fanged,unclear toxicity,???,St. Marta's Ground Snake
Atractus,sanguineus,rear-fanged,unclear toxicity,???,Bloody Ground Snake
Atractus,savagei,rear-fanged,unclear toxicity,???,Savage’s Groundsnake
Atractus,schach,rear-fanged,unclear toxicity,???,Schach's Ground Snake
Atractus,serranus,rear-fanged,unclear toxicity,???,Sao Paulo Ground Snake
Atractus,snethlageae,rear-fanged,unclear toxicity,???,Gurupi River Spindle Snake
Atractus,spinalis,rear-fanged,unclear toxicity,???,Serra do Espinhaço ground snake
Atractus,steyermarki,rear-fanged,unclear toxicity,???,Chimantá Tepui Spindle Snake
Atractus,surucucu,rear-fanged,unclear toxicity,???,Surucucu Spindle Snake
Atractus,taeniatus,rear-fanged,unclear toxicity,???,Bolivian Striped Spindle Snake
Atractus,tamaensis,rear-fanged,unclear toxicity,???,Tamá Spindle Snake
Atractus,tamessari,rear-fanged,unclear toxicity,???,Kaieteur Spindle Snake
Atractus,taphorni,rear-fanged,unclear toxicity,???,La Carbonera Spindle Snake
Atractus,tartarus,rear-fanged,unclear toxicity,???,Pará ground snake
Atractus,thalesdelemai,rear-fanged,unclear toxicity,???,Passo Fundo Spindle Snake
Atractus,titanicus,rear-fanged,unclear toxicity,???,Titan Spindle Snake
Atractus,torquatus,rear-fanged,unclear toxicity,???,Neckband Ground Snake
Atractus,touzeti,rear-fanged,unclear toxicity,???,Touzet's ground snake
Atractus,trihedrurus,rear-fanged,unclear toxicity,???,Southern Ground Snake
Atractus,trilineatus,rear-fanged,unclear toxicity,???,Three lined Ground Snake
Atractus,trivittatus,rear-fanged,unclear toxicity,???,Three banded Ground Snake
Atractus,turikensis,rear-fanged,unclear toxicity,???,Turik Mesa Spindle Snake
Atractus,typhon,rear-fanged,unclear toxicity,???,Typhon Spindle Snake
Atractus,variegatus,rear-fanged,unclear toxicity,???,Variegated Ground Snake
Atractus,ventrimaculatus,rear-fanged,unclear toxicity,???,Speckled Ground Snake
Atractus,vertebralis,rear-fanged,unclear toxicity,???,Vertebral Ground Snake
Atractus,vertebrolineatus,rear-fanged,unclear toxicity,???,Striped Ground Snake
Atractus,vittatus,rear-fanged,unclear toxicity,???,Venezuelan Striped Spindle Snake
Atractus,wagleri,rear-fanged,unclear toxicity,???,Wagler's Ground Snake
Atractus,werneri,rear-fanged,unclear toxicity,???,Werner's Ground Snake
Atractus,zebrinus,rear-fanged,unclear toxicity,???,Zebra Spindle Snake
Atractus,zidoki,rear-fanged,unclear toxicity,???,Zidok's Ground Snake
Boiruna,maculata,rear-fanged,venomous,harmful bite,Mussurana
Boiruna,sertaneja,rear-fanged,venomous,harmful bite,Sertão Mussurana
Borikenophis,portoricensis,rear-fanged,unclear toxicity,???,Puerto Rican Racer
Borikenophis,sanctaecrucis,rear-fanged,unclear toxicity,???,St. Croix Racer
Borikenophis,variegatus,rear-fanged,unclear toxicity,???,Puerto Rican Racer
Caaeteboia,amarali,rear-fanged,unclear toxicity,???,Amaral's Ground Snake
Calamodontophis,paucidens,rear-fanged,unclear toxicity,???,Tropical Forest Snake
Calamodontophis,ronaldoi,rear-fanged,unclear toxicity,???,Ronaldo's Forest Snake
Caraiba,andreae,rear-fanged,unclear toxicity,???,Black and white racer
Carphophis,amoenus,rear-fanged,unclear toxicity,???,Eastern Wormsnake
Carphophis,vermis,rear-fanged,unclear toxicity,???,Western Worm Snake
Cercophis,auratus,rear-fanged,unclear toxicity,???,Schlegel's Golden Snake
Chersodromus,liebmanni,rear-fanged,unclear toxicity,???,Liebmann's Earth Runner
Chersodromus,rubriventris,rear-fanged,unclear toxicity,???,Redbelly Earth Runner
Clelia,clelia,rear-fanged,venomous,harmful bite,Mussurana
Clelia,equatoriana,rear-fanged,venomous,harmful bite,Equatorial Mussurana
Clelia,errabunda,rear-fanged,venomous,harmful bite,Underwood's Mussurana
Clelia,hussami,rear-fanged,venomous,harmful bite,Hussam's Mussurana
Clelia,langeri,rear-fanged,venomous,harmful bite,Langer's Mussurana
Clelia,plumbea,rear-fanged,venomous,harmful bite,Mussurana
Clelia,scytalina,rear-fanged,venomous,harmful bite,Mexican snake eater
Coniophanes,alvarezi,rear-fanged,venomous,considered harmless,Chiapan Stripeless Snake
Coniophanes,andresensis,rear-fanged,venomous,considered harmless,San Andres Snake
Coniophanes,bipunctatus,rear-fanged,venomous,considered harmless,Two spotted Snake
Coniophanes,dromiciformis,rear-fanged,venomous,considered harmless,Peters' Running Snake
Coniophanes,fissidens,rear-fanged,venomous,considered harmless,Yellowbelly Snake
Coniophanes,imperialis,rear-fanged,venomous,considered harmless,Black striped snake
Coniophanes,joanae,rear-fanged,venomous,considered harmless,Panamanian Black striped Snake
Coniophanes,lateritius,rear-fanged,venomous,considered harmless,Stripeless Snake
Coniophanes,longinquus,rear-fanged,venomous,considered harmless,Peruvian Black striped Snake
Coniophanes,melanocephalus,rear-fanged,venomous,considered harmless,Black headed Stripeless Snake
Coniophanes,meridanus,rear-fanged,venomous,considered harmless,Peninsular Stripeless Snake
Coniophanes,michoacanensis,rear-fanged,venomous,considered harmless,Michoacan Black striped Snake
Coniophanes,piceivittis,rear-fanged,venomous,considered harmless,Cope's Black striped Snake
Coniophanes,quinquevittatus,rear-fanged,venomous,considered harmless,Five striped snake
Coniophanes,sarae,rear-fanged,venomous,considered harmless,Michoacán Striped Snake
Coniophanes,schmidti,rear-fanged,venomous,considered harmless,Schmidt's Black striped Snake
Coniophanes,taylori,rear-fanged,venomous,considered harmless,Taylor's striped snake
Conophis,lineatus,rear-fanged,venomous,harmful bite,Road guarder
Conophis,morai,rear-fanged,venomous,harmful bite,Morai Road Guarder
Conophis,vittatus,rear-fanged,venomous,harmful bite,Striped Road Guarder
Contia,longicaudae,rear-fanged,unclear toxicity,???,Forest Sharp tailed Snake
Contia,tenuis,rear-fanged,unclear toxicity,???,Sharptail Snake
Coronelaps,lepidus,rear-fanged,unclear toxicity,???,Crowned Burrowing Snake
Crisantophis,nevermanni,rear-fanged,unclear toxicity,???,Dunn's Road Guarder
Cryophis,hallbergi,rear-fanged,unclear toxicity,???,Hallberg's Cloud Forest Snake
Cubophis,brooksi,rear-fanged,unclear toxicity,???,Swan Island racer
Cubophis,cantherigerus,rear-fanged,unclear toxicity,???,Cuban Racer
Cubophis,caymanus,rear-fanged,unclear toxicity,???,Grand Cayman Racer
Cubophis,fuscicauda,rear-fanged,unclear toxicity,???,Cayman Brac Racer
Cubophis,ruttyi,rear-fanged,unclear toxicity,???,Little Cayman Racer
Cubophis,vudii,rear-fanged,venomous,harmful bite,Bahamian Racer
Diadophis,punctatus,rear-fanged,venomous,harmful bite,Ringneck Snake
Diaphorolepis,laevis,rear-fanged,unclear toxicity,???,Colombian Frog eating Snake
Diaphorolepis,wagneri,rear-fanged,unclear toxicity,???,Ecuador Frog eating Snake
Dipsas,albifrons,rear-fanged,unclear toxicity,???,Sauvage's Snail eater
Dipsas,alternans,rear-fanged,unclear toxicity,???,Jan's Snail eater
Dipsas,andiana,rear-fanged,unclear toxicity,???,Andean Snail Eater
Dipsas,articulata,rear-fanged,unclear toxicity,???,American Snail eater
Dipsas,baliomelas,rear-fanged,unclear toxicity,???,Macarena Mountains Snail Eater
Dipsas,bicolor,rear-fanged,unclear toxicity,???,Two colored Snail eater
Dipsas,brevifacies,rear-fanged,unclear toxicity,???,Snail eating Thirst Snake
Dipsas,bucephala,rear-fanged,unclear toxicity,???,Neotropical Snail eater
Dipsas,catesbyi,rear-fanged,unclear toxicity,???,Catesby's Snail eater
Dipsas,chaparensis,rear-fanged,unclear toxicity,???,Chapare Snail Eater
Dipsas,cisticeps,rear-fanged,unclear toxicity,???,Neotropical Snail eater
Dipsas,copei,rear-fanged,unclear toxicity,???,Guianan Snail Eater
Dipsas,elegans,rear-fanged,unclear toxicity,???,Caracolera subtropical
Dipsas,ellipsifera,rear-fanged,unclear toxicity,???,Ibarra Snail Eater
Dipsas,gaigeae,rear-fanged,unclear toxicity,???,Gaige's Thirst Snail eater
Dipsas,gracilis,rear-fanged,unclear toxicity,???,Graceful Snail eater
